EmployeeID,Salary,EffectiveDate,Bonus,SalaryType,PayFrequency,Currency,AdjustmentReason,PreviousSalary
CL-2016-4861,855224,2024-05-01,153766,Commission,Monthly,INR,Cost of Living Adjustment,330509
IT-2011-3286,1703669,2024-04-28,671798,Commission,Monthly,INR,Cost of Living Adjustment,1151675
SA-2018-2415,397835,2023-12-07,108605,Commission,Annually,INR,Promotion,344741
FR-2018-7018,587527,2023-09-23,117319,Base,Annually,INR,Performance Bonus,516708
CY-2019-7181,1686008,2023-12-01,618094,Commission,Annually,INR,Performance Bonus,1137798
DA-2022-2385,779783,2023-11-16,122080,Base,Annually,INR,Promotion,308694
SY-2009-6327,933565,2024-02-16,126133,Base,Monthly,INR,Performance Bonus,845351
CY-2017-3282,1760068,2023-12-19,581156,Base,Monthly,INR,Promotion,617407
DA-2010-1010,1054086,2023-08-20,381464,Commission,Monthly,INR,Promotion,297254
PR-2015-2284,1056229,2023-10-02,167932,Base,Monthly,INR,Performance Bonus,731622
CU-2013-5926,722570,2024-02-16,155837,Base,Annually,INR,Performance Bonus,482532
CY-2016-7408,250857,2024-04-01,89284,Commission,Monthly,INR,Promotion,191218
MA-2017-9414,1495469,2024-07-09,572626,Commission,Annually,INR,Performance Bonus,343006
NE-2017-4883,596816,2023-11-01,168535,Base,Annually,INR,Promotion,409979
FR-2017-4537,1841350,2024-01-07,720432,Commission,Monthly,INR,Cost of Living Adjustment,1239640
PR-2013-4752,1406343,2023-11-14,284382,Base,Annually,INR,Cost of Living Adjustment,917648
CY-2022-5605,765740,2024-06-09,246666,Base,Annually,INR,Promotion,525796
DA-2019-1586,119076,2024-01-16,23113,Commission,Monthly,INR,Promotion,98614
SO-2022-4091,1357072,2023-09-15,167249,Commission,Monthly,INR,Performance Bonus,447528
OP-2014-1715,938218,2023-10-24,237633,Base,Annually,INR,Performance Bonus,252132
DA-2022-3235,536803,2023-11-21,122945,Base,Monthly,INR,Performance Bonus,294481
PR-2021-1878,895019,2023-10-17,163189,Commission,Annually,INR,Promotion,152435
FR-2014-1276,1422321,2024-04-22,410946,Base,Monthly,INR,Promotion,404826
OP-2012-8907,177438,2023-12-31,25537,Base,Annually,INR,Promotion,97161
FR-2019-9966,1255664,2024-02-02,420388,Commission,Annually,INR,Promotion,941824
PR-2012-5857,111758,2023-09-19,21854,Base,Monthly,INR,Promotion,71954
CY-2011-5737,556334,2023-08-28,116265,Base,Annually,INR,Performance Bonus,538374
FI-2018-6617,38575,2024-02-27,12952,Commission,Monthly,INR,Promotion,33452
CY-2023-1508,1777034,2024-03-01,636496,Commission,Annually,INR,Performance Bonus,988332
FR-2012-3343,1717890,2023-09-24,80008,Commission,Monthly,INR,Performance Bonus,237804
DA-2009-9127,648414,2023-09-18,75127,Commission,Annually,INR,Promotion,373194
DA-2010-8737,1223627,2023-12-26,289935,Base,Monthly,INR,Cost of Living Adjustment,871290
GE-2012-5412,1780087,2023-10-22,642253,Base,Annually,INR,Cost of Living Adjustment,1111695
PR-2009-1906,1040351,2023-10-09,168124,Base,Annually,INR,Performance Bonus,383296
DE-2014-9323,734161,2023-09-26,71559,Base,Monthly,INR,Promotion,213497
OP-2020-5902,1122607,2024-06-05,136599,Commission,Annually,INR,Performance Bonus,716522
SO-2019-1248,807819,2023-09-17,180495,Commission,Monthly,INR,Cost of Living Adjustment,396501
GE-2011-7573,647490,2023-11-15,40495,Commission,Annually,INR,Performance Bonus,96224
IT-2009-2550,1250754,2024-01-03,431083,Base,Monthly,INR,Performance Bonus,20467
IT-2013-1688,639592,2023-11-15,196857,Base,Annually,INR,Performance Bonus,315133
NE-2013-5769,1679846,2023-08-25,106236,Commission,Annually,INR,Cost of Living Adjustment,1436537
HU-2010-3929,1950837,2024-06-06,320028,Commission,Annually,INR,Cost of Living Adjustment,1737360
HU-2014-6712,1748407,2024-01-22,370631,Commission,Monthly,INR,Cost of Living Adjustment,1585544
NE-2020-6391,1330274,2024-08-03,273189,Base,Annually,INR,Performance Bonus,388794
PR-2018-9955,1968698,2024-06-23,234207,Base,Monthly,INR,Promotion,1377373
HU-2022-5601,1096936,2024-01-19,419840,Commission,Annually,INR,Performance Bonus,632804
FI-2016-4944,168451,2023-09-26,6642,Base,Annually,INR,Performance Bonus,78935
PR-2012-5949,77784,2024-01-25,19276,Commission,Monthly,INR,Cost of Living Adjustment,57356
MA-2017-9174,109492,2023-09-21,43537,Base,Monthly,INR,Performance Bonus,96509
NE-2013-1302,423579,2024-02-16,99802,Commission,Monthly,INR,Performance Bonus,120374
DE-2015-7199,880279,2024-06-27,298134,Commission,Monthly,INR,Performance Bonus,439814
FI-2016-5737,116893,2024-08-04,22788,Commission,Monthly,INR,Performance Bonus,44708
FR-2020-7225,1460448,2023-12-10,306938,Commission,Annually,INR,Performance Bonus,624558
DA-2023-3309,1799922,2023-08-30,531723,Base,Monthly,INR,Performance Bonus,1589172
DA-2018-8306,1410745,2024-04-16,532067,Commission,Monthly,INR,Cost of Living Adjustment,568614
CY-2017-7382,400512,2024-01-10,108313,Base,Monthly,INR,Performance Bonus,181731
MA-2022-6812,175667,2023-11-10,11247,Commission,Annually,INR,Cost of Living Adjustment,24657
SO-2022-3305,1931011,2024-02-24,562987,Base,Monthly,INR,Performance Bonus,1597609
CU-2016-1308,977223,2024-03-20,235394,Base,Monthly,INR,Promotion,394468
OP-2023-5679,1761912,2024-05-05,250147,Commission,Monthly,INR,Performance Bonus,1547488
MA-2020-6824,1765910,2024-01-29,79060,Commission,Monthly,INR,Performance Bonus,1516888
DA-2018-5367,821843,2024-04-28,303288,Commission,Monthly,INR,Performance Bonus,528353
SY-2013-9446,1833636,2024-03-01,426804,Base,Annually,INR,Cost of Living Adjustment,1480531
HU-2020-4910,943022,2023-09-19,337137,Base,Monthly,INR,Promotion,636100
DE-2010-4873,129037,2024-07-08,38739,Commission,Monthly,INR,Performance Bonus,53373
MA-2023-7801,1231968,2023-09-13,423431,Commission,Annually,INR,Performance Bonus,253845
SY-2022-9456,885946,2024-03-09,98610,Base,Annually,INR,Cost of Living Adjustment,344682
DE-2012-5092,648244,2024-01-23,62410,Base,Annually,INR,Cost of Living Adjustment,469698
CY-2015-2564,1708384,2024-03-07,80372,Base,Annually,INR,Cost of Living Adjustment,1223307
HU-2022-1713,1897330,2024-02-20,248730,Base,Monthly,INR,Cost of Living Adjustment,1886150
FR-2009-5963,275756,2024-05-21,48288,Base,Annually,INR,Performance Bonus,81378
PR-2017-8120,651551,2023-10-03,2882,Commission,Annually,INR,Cost of Living Adjustment,346735
IT-2022-5506,1141841,2024-06-16,229420,Base,Monthly,INR,Cost of Living Adjustment,609860
CU-2018-7680,184306,2024-06-16,22475,Base,Monthly,INR,Performance Bonus,39212
SY-2016-5363,210238,2023-08-27,83083,Commission,Monthly,INR,Promotion,65055
PR-2013-2915,924407,2023-10-19,139548,Base,Annually,INR,Performance Bonus,510196
MA-2020-4914,1267246,2024-01-28,446599,Base,Annually,INR,Cost of Living Adjustment,915514
CY-2021-2171,1989508,2023-09-05,185127,Commission,Monthly,INR,Promotion,773942
FR-2012-8364,1125536,2024-01-17,368987,Base,Monthly,INR,Performance Bonus,1001660
OP-2014-6772,858711,2024-07-25,188613,Commission,Annually,INR,Performance Bonus,460747
CY-2019-7458,239160,2023-08-20,70814,Commission,Monthly,INR,Cost of Living Adjustment,229203
PR-2013-9193,150491,2024-05-15,59275,Base,Monthly,INR,Performance Bonus,144055
DE-2010-1735,1481011,2024-06-10,366443,Commission,Monthly,INR,Promotion,999545
IT-2015-8677,1276915,2024-06-02,498343,Commission,Monthly,INR,Cost of Living Adjustment,907589
DA-2013-3864,1067970,2024-04-22,329592,Commission,Annually,INR,Promotion,936432
DA-2013-6709,407185,2024-07-27,121480,Base,Monthly,INR,Performance Bonus,323427
NE-2023-5680,1640618,2024-02-03,566389,Commission,Annually,INR,Promotion,296682
PR-2015-3124,1264197,2024-05-25,27694,Base,Monthly,INR,Cost of Living Adjustment,588897
GE-2020-4769,93144,2024-06-06,33944,Base,Monthly,INR,Performance Bonus,76705
CL-2011-6716,1593636,2024-02-12,221913,Base,Annually,INR,Performance Bonus,168682
SA-2022-8221,1624882,2024-03-17,284249,Base,Monthly,INR,Cost of Living Adjustment,225561
PR-2017-9362,379214,2023-09-19,14364,Commission,Annually,INR,Cost of Living Adjustment,290873
PR-2018-8158,1727210,2023-10-16,283560,Base,Annually,INR,Cost of Living Adjustment,177334
CU-2018-9308,1328521,2023-08-07,448201,Base,Monthly,INR,Cost of Living Adjustment,288038
PR-2012-8989,1852282,2024-02-14,616066,Base,Annually,INR,Performance Bonus,318368
SY-2013-6414,827751,2023-10-02,307052,Base,Annually,INR,Performance Bonus,332837
FR-2021-5688,1184358,2024-01-11,455244,Commission,Monthly,INR,Promotion,682157
CU-2017-1960,1869379,2023-09-07,375098,Base,Monthly,INR,Performance Bonus,1543979
GE-2010-8161,1719489,2024-04-24,283210,Commission,Monthly,INR,Performance Bonus,1420618
IT-2023-4996,1047361,2023-12-15,277652,Commission,Monthly,INR,Performance Bonus,230106
FR-2021-2538,1676084,2024-05-20,254819,Commission,Monthly,INR,Performance Bonus,1295099
NE-2018-7262,1032402,2024-02-23,41346,Commission,Monthly,INR,Performance Bonus,936337
HU-2021-5774,674709,2024-06-27,133429,Commission,Monthly,INR,Cost of Living Adjustment,272255
DA-2019-6279,124789,2024-05-10,23397,Commission,Monthly,INR,Cost of Living Adjustment,109232
FI-2012-5641,414741,2023-08-20,3645,Base,Annually,INR,Cost of Living Adjustment,316555
OP-2015-6181,161452,2024-02-09,57745,Base,Monthly,INR,Promotion,84647
CY-2022-2356,1895063,2023-10-10,121936,Commission,Annually,INR,Performance Bonus,1165032
CL-2009-5982,1015964,2023-11-18,263740,Base,Annually,INR,Promotion,853870
FI-2011-7171,886972,2024-02-15,214684,Commission,Annually,INR,Performance Bonus,303214
IT-2010-2490,1074545,2023-10-29,2667,Base,Monthly,INR,Cost of Living Adjustment,342483
CU-2022-9241,348128,2024-06-23,68407,Base,Monthly,INR,Promotion,261640
PR-2018-9376,1672861,2024-04-08,444435,Base,Monthly,INR,Promotion,858438
HU-2010-5422,203269,2024-05-14,12675,Commission,Monthly,INR,Performance Bonus,201808
DE-2009-5434,1019607,2024-04-27,336033,Base,Annually,INR,Cost of Living Adjustment,553992
CY-2014-3797,240219,2024-07-04,61723,Base,Annually,INR,Promotion,68662
SO-2022-7498,892586,2024-06-21,109998,Base,Annually,INR,Promotion,513131
GE-2018-8592,541149,2023-12-19,182106,Commission,Annually,INR,Promotion,367005
PR-2011-6524,1123156,2024-05-03,361901,Base,Annually,INR,Cost of Living Adjustment,488868
DE-2023-1749,618857,2023-08-10,191569,Base,Annually,INR,Performance Bonus,244658
GE-2015-8272,1089870,2023-11-24,132562,Commission,Annually,INR,Performance Bonus,997318
SY-2017-9904,288420,2024-05-10,8170,Commission,Monthly,INR,Performance Bonus,173727
CU-2009-4649,608061,2024-06-29,3327,Base,Annually,INR,Cost of Living Adjustment,293102
MA-2009-2110,1243569,2024-07-07,421017,Commission,Monthly,INR,Promotion,582859
NE-2009-6229,1470175,2024-07-27,214798,Commission,Monthly,INR,Performance Bonus,1187192
DE-2014-4538,704075,2023-09-24,198514,Base,Monthly,INR,Performance Bonus,557849
CL-2015-5891,1753118,2024-07-21,671864,Base,Monthly,INR,Cost of Living Adjustment,1538264
FR-2011-2723,223693,2023-10-01,74898,Base,Annually,INR,Promotion,30890
MA-2023-7241,998589,2024-04-10,381800,Commission,Monthly,INR,Performance Bonus,790123
OP-2021-4484,969043,2024-04-18,387427,Base,Annually,INR,Performance Bonus,508082
HU-2022-1014,1768717,2024-02-26,662095,Commission,Annually,INR,Promotion,891491
SA-2020-1784,1558469,2023-12-26,620479,Commission,Annually,INR,Cost of Living Adjustment,561099
SA-2017-8672,1312615,2024-03-05,315035,Commission,Monthly,INR,Performance Bonus,955114
FR-2013-1971,1298078,2023-11-14,341367,Base,Monthly,INR,Promotion,1052616
SA-2011-1308,1978396,2024-02-09,623909,Base,Monthly,INR,Cost of Living Adjustment,1143583
PR-2023-6681,474911,2023-12-16,103694,Base,Monthly,INR,Promotion,94874
DA-2022-7535,919342,2024-07-18,30171,Base,Monthly,INR,Promotion,589597
DA-2022-7620,461903,2024-04-05,52772,Commission,Monthly,INR,Performance Bonus,425153
GE-2011-5379,1607288,2024-08-06,281111,Commission,Annually,INR,Performance Bonus,942905
IT-2009-5664,404433,2024-06-11,68181,Commission,Annually,INR,Performance Bonus,273214
SO-2009-3198,293244,2024-08-05,85290,Commission,Annually,INR,Cost of Living Adjustment,50854
CL-2014-6536,480603,2024-02-10,141249,Commission,Annually,INR,Performance Bonus,347907
FI-2012-3491,551040,2023-08-12,110616,Base,Annually,INR,Performance Bonus,39354
CL-2011-9336,1742975,2023-11-24,469013,Commission,Monthly,INR,Performance Bonus,512058
CL-2011-6020,289075,2024-01-31,16676,Commission,Monthly,INR,Promotion,221774
GE-2011-9070,1313729,2024-06-29,134993,Commission,Annually,INR,Cost of Living Adjustment,408120
PR-2021-5401,904383,2023-09-09,83786,Base,Monthly,INR,Cost of Living Adjustment,279937
FI-2009-3529,1539929,2024-01-10,485332,Base,Monthly,INR,Cost of Living Adjustment,546313
DA-2020-1765,547990,2024-05-16,61428,Base,Monthly,INR,Cost of Living Adjustment,320521
DA-2023-8790,408979,2024-08-04,105934,Commission,Annually,INR,Cost of Living Adjustment,254982
IT-2021-8740,602740,2024-07-06,67490,Commission,Monthly,INR,Cost of Living Adjustment,434748
NE-2015-6092,1058420,2024-02-05,60103,Commission,Annually,INR,Cost of Living Adjustment,468711
DA-2022-2588,752142,2024-02-25,70208,Base,Monthly,INR,Performance Bonus,325706
PR-2023-1848,1479121,2023-12-01,533410,Base,Annually,INR,Performance Bonus,1346552
DA-2022-4814,984129,2024-01-03,213846,Base,Annually,INR,Performance Bonus,733107
OP-2010-2187,1952549,2024-02-18,586100,Commission,Monthly,INR,Performance Bonus,304549
FR-2015-8364,707519,2023-12-11,150908,Commission,Annually,INR,Performance Bonus,340992
OP-2021-5300,1634402,2023-12-04,543159,Commission,Annually,INR,Performance Bonus,574718
SA-2011-2090,304779,2024-03-28,85510,Base,Annually,INR,Promotion,30037
SO-2021-2313,776506,2023-11-21,186562,Commission,Annually,INR,Cost of Living Adjustment,221012
NE-2013-5442,780424,2024-03-23,48327,Base,Monthly,INR,Performance Bonus,766361
MA-2022-8582,1656257,2024-01-12,450209,Base,Monthly,INR,Promotion,1501154
MA-2020-7043,340985,2023-09-15,51923,Base,Annually,INR,Promotion,46587
CY-2021-3534,524246,2023-09-17,106845,Base,Annually,INR,Promotion,139385
FR-2019-6112,145386,2024-06-21,32535,Commission,Monthly,INR,Cost of Living Adjustment,135875
PR-2022-9368,441899,2024-07-30,27365,Commission,Annually,INR,Cost of Living Adjustment,334994
DA-2020-4716,1043117,2024-03-14,373540,Commission,Monthly,INR,Performance Bonus,30728
DE-2009-3822,811317,2024-03-31,143543,Base,Monthly,INR,Performance Bonus,138535
NE-2012-7384,1842754,2024-01-14,65042,Base,Annually,INR,Performance Bonus,1222740
NE-2020-4794,576797,2024-05-08,147729,Commission,Monthly,INR,Performance Bonus,322484
DA-2020-2559,31530,2024-07-02,11150,Commission,Annually,INR,Cost of Living Adjustment,29101
NE-2019-1753,1611640,2023-11-30,421493,Commission,Monthly,INR,Cost of Living Adjustment,644912
IT-2023-6698,1275744,2024-07-22,111672,Base,Annually,INR,Performance Bonus,686038
SA-2016-2839,348314,2023-11-14,115069,Commission,Annually,INR,Promotion,328466
FI-2011-6834,221993,2023-12-03,75802,Commission,Annually,INR,Promotion,42557
PR-2017-5491,25280,2023-11-17,7947,Base,Monthly,INR,Performance Bonus,21970
MA-2019-3450,559052,2024-04-18,84280,Commission,Monthly,INR,Performance Bonus,546565
DE-2014-2511,600007,2024-02-12,113824,Base,Annually,INR,Cost of Living Adjustment,148995
DE-2013-9381,1053588,2024-04-22,112008,Commission,Annually,INR,Cost of Living Adjustment,494271
HU-2016-7923,340736,2023-10-29,133483,Commission,Monthly,INR,Promotion,247966
DA-2023-6154,579662,2024-06-19,41973,Commission,Monthly,INR,Promotion,123499
SO-2019-1681,668337,2024-08-05,79194,Base,Monthly,INR,Promotion,594010
CL-2015-5319,1386178,2023-12-22,33895,Base,Monthly,INR,Cost of Living Adjustment,1029887
GE-2018-2018,1123593,2024-08-05,225780,Base,Annually,INR,Promotion,985003
DA-2017-3141,415291,2023-11-13,129085,Base,Annually,INR,Cost of Living Adjustment,142463
FI-2010-6315,1058432,2024-05-08,5097,Base,Annually,INR,Cost of Living Adjustment,131680
FR-2011-8769,82883,2023-12-25,8133,Base,Annually,INR,Cost of Living Adjustment,81878
HU-2011-9199,1456109,2024-04-03,45609,Base,Annually,INR,Cost of Living Adjustment,1034716
NE-2010-4696,420021,2024-07-06,26585,Base,Monthly,INR,Promotion,301671
PR-2010-7945,1581079,2024-01-20,7414,Commission,Annually,INR,Performance Bonus,1251619
FI-2017-4287,461041,2024-04-21,155131,Base,Annually,INR,Promotion,370550
CL-2012-6967,449159,2024-07-10,3322,Commission,Monthly,INR,Cost of Living Adjustment,195959
CY-2018-7258,1524567,2023-10-04,80974,Commission,Annually,INR,Cost of Living Adjustment,1023291
DE-2023-5695,405240,2023-09-12,21145,Base,Annually,INR,Performance Bonus,374157
PR-2020-2619,481383,2024-05-23,29169,Base,Monthly,INR,Performance Bonus,89966
DA-2013-2946,1619524,2023-11-15,100426,Base,Monthly,INR,Performance Bonus,741467
CY-2010-5992,1791636,2024-06-07,177456,Commission,Annually,INR,Promotion,49157
CU-2013-2635,1509341,2023-10-22,568377,Base,Annually,INR,Promotion,1194479
CY-2010-2063,1479650,2024-07-30,241811,Base,Monthly,INR,Promotion,1327487
FR-2013-1841,1515485,2023-08-28,573286,Base,Annually,INR,Cost of Living Adjustment,20829
FR-2016-8505,372964,2024-03-23,4632,Commission,Monthly,INR,Performance Bonus,264347
PR-2019-1837,786600,2023-12-14,160520,Commission,Annually,INR,Cost of Living Adjustment,162097
IT-2020-7793,1294189,2023-10-02,507938,Commission,Annually,INR,Promotion,1051294
SA-2010-8770,349573,2024-04-21,10657,Base,Annually,INR,Performance Bonus,104774
OP-2014-7644,67698,2023-09-29,13510,Base,Annually,INR,Performance Bonus,53899
GE-2015-5250,342434,2023-09-10,78387,Base,Annually,INR,Cost of Living Adjustment,267868
SA-2023-6862,211637,2024-04-13,39615,Base,Monthly,INR,Promotion,164678
IT-2019-3492,1145846,2024-06-29,93194,Commission,Annually,INR,Performance Bonus,362434
DA-2017-9228,1789466,2023-09-02,412619,Commission,Annually,INR,Performance Bonus,677917
DA-2013-7432,1031699,2024-03-06,371958,Base,Annually,INR,Performance Bonus,841805
IT-2019-3924,37880,2024-06-21,5886,Base,Annually,INR,Cost of Living Adjustment,37556
PR-2012-7508,125656,2023-11-06,47665,Commission,Monthly,INR,Cost of Living Adjustment,36817
IT-2020-1041,520296,2024-03-09,81141,Commission,Monthly,INR,Performance Bonus,222249
CU-2018-2099,325540,2024-01-21,95616,Commission,Annually,INR,Promotion,39219
SY-2018-9445,1954409,2024-05-10,173176,Base,Annually,INR,Performance Bonus,1528044
SO-2009-5580,165749,2024-08-03,27754,Base,Monthly,INR,Performance Bonus,147138
DA-2015-1186,200082,2023-10-29,72144,Commission,Monthly,INR,Promotion,177464
FI-2020-2832,1972640,2024-07-22,291674,Commission,Annually,INR,Performance Bonus,716056
GE-2021-9503,1099029,2023-12-15,89910,Commission,Annually,INR,Performance Bonus,247510
SA-2019-4672,1453667,2023-09-01,74416,Commission,Annually,INR,Promotion,283694
PR-2015-5492,261900,2023-11-28,3965,Base,Annually,INR,Promotion,42592
OP-2010-8000,204809,2023-11-27,13150,Commission,Monthly,INR,Performance Bonus,118140
PR-2010-2524,1512795,2023-10-28,467699,Base,Monthly,INR,Cost of Living Adjustment,429209
DA-2020-6557,888929,2024-07-31,76489,Base,Annually,INR,Promotion,92924
DA-2009-7351,1498063,2024-03-30,219885,Base,Annually,INR,Cost of Living Adjustment,304975
MA-2011-7990,181621,2023-12-27,55460,Base,Monthly,INR,Performance Bonus,145788
IT-2012-7715,930850,2024-01-01,217346,Base,Monthly,INR,Performance Bonus,621309
DA-2020-1337,350086,2024-02-11,9261,Base,Monthly,INR,Cost of Living Adjustment,231339
OP-2011-6709,47119,2024-06-10,17917,Commission,Monthly,INR,Performance Bonus,46598
PR-2017-4203,1415789,2024-03-18,10534,Base,Annually,INR,Promotion,1266143
PR-2022-1482,471344,2023-12-29,44488,Base,Annually,INR,Performance Bonus,295245
FI-2012-9602,930710,2024-01-08,37896,Base,Annually,INR,Promotion,707214
HU-2012-6514,499996,2023-12-12,91017,Commission,Monthly,INR,Cost of Living Adjustment,136912
DA-2011-6508,698254,2024-02-25,174128,Commission,Monthly,INR,Cost of Living Adjustment,433178
CU-2021-9365,35193,2024-01-10,10382,Commission,Monthly,INR,Cost of Living Adjustment,31712
NE-2021-6475,1167591,2023-08-17,368595,Base,Monthly,INR,Performance Bonus,572969
IT-2015-7289,775500,2023-09-22,91312,Commission,Annually,INR,Performance Bonus,181513
CL-2016-1050,479086,2024-07-18,165692,Commission,Monthly,INR,Cost of Living Adjustment,251465
CL-2017-8743,174132,2024-03-02,39718,Commission,Annually,INR,Promotion,48944
SY-2016-9641,750498,2023-09-13,206013,Commission,Annually,INR,Performance Bonus,20829
NE-2015-3098,626069,2023-09-27,230502,Base,Monthly,INR,Promotion,419078
DE-2011-2648,1877577,2024-04-05,270801,Base,Monthly,INR,Performance Bonus,1590169
GE-2022-6455,1416184,2023-11-09,232712,Base,Annually,INR,Promotion,1099515
MA-2022-2029,1368019,2024-02-17,266357,Commission,Annually,INR,Performance Bonus,1025071
FR-2021-2750,1747842,2024-07-06,565103,Base,Annually,INR,Performance Bonus,564793
PR-2022-5684,1456702,2024-05-22,564880,Base,Annually,INR,Performance Bonus,90745
IT-2020-2856,633824,2023-10-30,233798,Commission,Annually,INR,Cost of Living Adjustment,442254
FR-2017-5884,1395685,2024-04-09,408437,Base,Monthly,INR,Performance Bonus,1302201
DA-2021-2940,403646,2023-09-22,133048,Base,Monthly,INR,Performance Bonus,366160
CL-2020-1999,1031666,2024-06-30,320920,Base,Monthly,INR,Promotion,764077
PR-2009-3419,1753756,2023-11-09,646329,Commission,Monthly,INR,Promotion,1516193
CU-2013-1377,1074372,2024-04-16,283388,Commission,Annually,INR,Cost of Living Adjustment,150668
CL-2014-4227,1118482,2024-03-08,229110,Commission,Annually,INR,Cost of Living Adjustment,429367
DA-2013-6270,323724,2023-12-03,50806,Commission,Annually,INR,Cost of Living Adjustment,213946
CU-2023-1848,482854,2024-01-04,75138,Base,Annually,INR,Performance Bonus,85228
CL-2019-4751,390074,2023-12-28,138654,Commission,Annually,INR,Promotion,153306
CY-2013-6368,772839,2024-01-08,250279,Commission,Monthly,INR,Promotion,232002
FI-2023-5769,249989,2023-10-03,97316,Base,Monthly,INR,Promotion,166486
DA-2010-7411,45084,2023-11-01,11171,Commission,Monthly,INR,Performance Bonus,44456
CU-2011-4940,1528148,2023-10-17,142328,Base,Annually,INR,Promotion,775241
PR-2009-3231,1908551,2023-10-23,75200,Base,Monthly,INR,Performance Bonus,1144322
HU-2012-3266,1019932,2024-05-04,34498,Commission,Monthly,INR,Promotion,424247
PR-2010-8489,121083,2023-12-31,26001,Commission,Annually,INR,Promotion,53313
IT-2020-3431,1577604,2024-02-15,46410,Base,Annually,INR,Cost of Living Adjustment,316851
PR-2018-2667,564935,2024-01-14,205905,Base,Monthly,INR,Cost of Living Adjustment,462913
GE-2009-5739,795483,2023-08-12,259591,Commission,Monthly,INR,Promotion,531747
GE-2016-9428,1890243,2023-11-23,552084,Base,Monthly,INR,Promotion,901642
DE-2016-4948,1839384,2024-04-22,422225,Base,Annually,INR,Performance Bonus,1366934
DE-2021-2181,1352916,2023-08-15,388919,Commission,Monthly,INR,Cost of Living Adjustment,298953
HU-2020-7589,1193861,2024-07-20,319135,Base,Annually,INR,Performance Bonus,766638
PR-2023-8964,782820,2024-02-14,156297,Commission,Monthly,INR,Performance Bonus,217834
SY-2015-6744,1230382,2023-12-09,318948,Commission,Monthly,INR,Cost of Living Adjustment,86704
FI-2021-6886,636867,2024-02-19,92812,Commission,Annually,INR,Performance Bonus,172280
OP-2018-5635,1612437,2023-09-22,316409,Base,Annually,INR,Performance Bonus,801627
DA-2023-9229,1926796,2023-08-19,348378,Base,Monthly,INR,Performance Bonus,388479
FI-2022-6963,273359,2023-08-11,75749,Commission,Monthly,INR,Cost of Living Adjustment,32448
OP-2016-1828,702005,2023-09-24,30437,Base,Monthly,INR,Promotion,585138
FR-2017-4109,1979402,2024-04-22,668923,Base,Monthly,INR,Promotion,166979
DA-2012-5206,711339,2024-04-27,238947,Commission,Annually,INR,Promotion,75058
HU-2015-4737,22881,2023-12-02,9115,Base,Monthly,INR,Cost of Living Adjustment,20790
IT-2022-6802,457613,2024-05-15,50120,Base,Annually,INR,Promotion,292842
OP-2015-7002,715407,2023-08-12,217285,Base,Monthly,INR,Performance Bonus,401238
MA-2016-9812,761865,2023-12-11,4184,Commission,Annually,INR,Cost of Living Adjustment,440138
CL-2012-3340,891982,2023-08-21,159967,Commission,Annually,INR,Cost of Living Adjustment,636687
DE-2014-4980,1887976,2023-09-28,511367,Commission,Monthly,INR,Promotion,1036850
PR-2022-7593,550420,2023-11-10,217058,Commission,Monthly,INR,Cost of Living Adjustment,339521
DE-2018-4087,1633894,2024-06-03,120274,Base,Annually,INR,Promotion,1597671
MA-2016-6723,1731966,2024-01-16,241978,Commission,Monthly,INR,Promotion,1447647
FR-2021-7871,1472459,2023-09-11,576248,Base,Monthly,INR,Performance Bonus,1383414
SA-2021-7523,1236490,2024-07-31,319573,Base,Monthly,INR,Promotion,705638
NE-2013-7464,863011,2023-09-30,122709,Commission,Monthly,INR,Promotion,130875
DA-2020-4279,1795031,2023-09-29,398105,Base,Annually,INR,Promotion,1237473
CU-2019-6269,1250247,2024-01-29,417590,Base,Annually,INR,Promotion,1010899
PR-2020-4877,1216233,2024-03-08,70098,Commission,Annually,INR,Promotion,556539
DA-2018-1270,659386,2023-10-19,233719,Commission,Annually,INR,Cost of Living Adjustment,608977
MA-2009-4336,1113192,2024-04-29,369829,Base,Annually,INR,Cost of Living Adjustment,539043
PR-2018-1714,1951255,2023-10-31,20523,Base,Annually,INR,Performance Bonus,959521
NE-2014-5132,693722,2024-04-18,215901,Commission,Annually,INR,Performance Bonus,587734
SA-2017-1980,1673895,2024-01-24,225230,Base,Annually,INR,Performance Bonus,669175
DA-2018-8934,1804219,2023-12-29,571030,Commission,Monthly,INR,Promotion,842502
SA-2012-9413,1656388,2024-04-11,255591,Commission,Annually,INR,Performance Bonus,1391887
HU-2022-1418,288214,2023-10-26,50783,Base,Monthly,INR,Performance Bonus,23485
IT-2011-9386,931602,2024-01-12,336989,Commission,Monthly,INR,Performance Bonus,434131
DA-2009-6278,1890194,2024-07-17,116257,Base,Annually,INR,Performance Bonus,1104401
SA-2019-1188,1220602,2024-06-16,439975,Base,Monthly,INR,Performance Bonus,145722
CL-2009-7300,1158840,2024-07-06,225706,Commission,Monthly,INR,Performance Bonus,1098598
DA-2019-6572,1162982,2023-11-29,266257,Commission,Annually,INR,Performance Bonus,348573
FI-2014-5483,1018065,2023-09-25,310893,Commission,Annually,INR,Cost of Living Adjustment,725061
DE-2015-6731,426093,2024-06-01,5311,Base,Annually,INR,Performance Bonus,330903
PR-2021-4497,1096461,2024-03-27,202140,Base,Monthly,INR,Performance Bonus,55307
NE-2012-2108,234366,2023-11-21,16114,Commission,Monthly,INR,Promotion,86617
